Comunidades autónomas;Grupo penal;periodo;Total
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;675
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;451
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;306
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;282
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;249
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;219
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;157
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;185
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;182
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;149
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;134
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;114
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;110
GALICIA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;68
GALICIA;AMENAZAS Y COACCIONES;2024;1.341
GALICIA;AMENAZAS Y COACCIONES;2023;1.188
GALICIA;AMENAZAS Y COACCIONES;2022;1.154
GALICIA;AMENAZAS Y COACCIONES;2021;1.260
GALICIA;AMENAZAS Y COACCIONES;2020;944
GALICIA;AMENAZAS Y COACCIONES;2019;788
GALICIA;AMENAZAS Y COACCIONES;2018;875
GALICIA;AMENAZAS Y COACCIONES;2017;883
GALICIA;AMENAZAS Y COACCIONES;2016;854
GALICIA;AMENAZAS Y COACCIONES;2015;798
GALICIA;AMENAZAS Y COACCIONES;2014;757
GALICIA;AMENAZAS Y COACCIONES;2013;742
GALICIA;AMENAZAS Y COACCIONES;2012;782
GALICIA;AMENAZAS Y COACCIONES;2011;692
GALICIA;CONTRA EL HONOR;2024;158
GALICIA;CONTRA EL HONOR;2023;146
GALICIA;CONTRA EL HONOR;2022;144
GALICIA;CONTRA EL HONOR;2021;136
GALICIA;CONTRA EL HONOR;2020;144
GALICIA;CONTRA EL HONOR;2019;123
GALICIA;CONTRA EL HONOR;2018;135
GALICIA;CONTRA EL HONOR;2017;132
GALICIA;CONTRA EL HONOR;2016;131
GALICIA;CONTRA EL HONOR;2015;202
GALICIA;CONTRA EL HONOR;2014;214
GALICIA;CONTRA EL HONOR;2013;143
GALICIA;CONTRA EL HONOR;2012;156
GALICIA;CONTRA EL HONOR;2011;155
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;12
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;5
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;4
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;10
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;7
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;45
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;7
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;6
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;6
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;12
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;6
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;7
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;7
GALICIA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;10
GALICIA;DELITOS SEXUALES;2024;90
GALICIA;DELITOS SEXUALES;2023;103
GALICIA;DELITOS SEXUALES;2022;70
GALICIA;DELITOS SEXUALES;2021;88
GALICIA;DELITOS SEXUALES;2020;91
GALICIA;DELITOS SEXUALES;2019;90
GALICIA;DELITOS SEXUALES;2018;71
GALICIA;DELITOS SEXUALES;2017;72
GALICIA;DELITOS SEXUALES;2016;74
GALICIA;DELITOS SEXUALES;2015;57
GALICIA;DELITOS SEXUALES;2014;56
GALICIA;DELITOS SEXUALES;2013;37
GALICIA;DELITOS SEXUALES;2012;42
GALICIA;DELITOS SEXUALES;2011;41
GALICIA;FALSIFICACIÓN INFORMÁTICA;2024;1.221
GALICIA;FALSIFICACIÓN INFORMÁTICA;2023;1.003
GALICIA;FALSIFICACIÓN INFORMÁTICA;2022;675
GALICIA;FALSIFICACIÓN INFORMÁTICA;2021;579
GALICIA;FALSIFICACIÓN INFORMÁTICA;2020;379
GALICIA;FALSIFICACIÓN INFORMÁTICA;2019;261
GALICIA;FALSIFICACIÓN INFORMÁTICA;2018;209
GALICIA;FALSIFICACIÓN INFORMÁTICA;2017;192
GALICIA;FALSIFICACIÓN INFORMÁTICA;2016;169
GALICIA;FALSIFICACIÓN INFORMÁTICA;2015;146
GALICIA;FALSIFICACIÓN INFORMÁTICA;2014;104
GALICIA;FALSIFICACIÓN INFORMÁTICA;2013;94
GALICIA;FALSIFICACIÓN INFORMÁTICA;2012;79
GALICIA;FALSIFICACIÓN INFORMÁTICA;2011;90
GALICIA;FRAUDE INFORMÁTICO;2024;20.032
GALICIA;FRAUDE INFORMÁTICO;2023;18.721
GALICIA;FRAUDE INFORMÁTICO;2022;18.456
GALICIA;FRAUDE INFORMÁTICO;2021;19.496
GALICIA;FRAUDE INFORMÁTICO;2020;12.696
GALICIA;FRAUDE INFORMÁTICO;2019;9.999
GALICIA;FRAUDE INFORMÁTICO;2018;6.836
GALICIA;FRAUDE INFORMÁTICO;2017;4.428
GALICIA;FRAUDE INFORMÁTICO;2016;3.070
GALICIA;FRAUDE INFORMÁTICO;2015;2.628
GALICIA;FRAUDE INFORMÁTICO;2014;1.882
GALICIA;FRAUDE INFORMÁTICO;2013;1.518
GALICIA;FRAUDE INFORMÁTICO;2012;1.456
GALICIA;FRAUDE INFORMÁTICO;2011;1.070
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;156
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;116
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;105
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;159
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;122
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;106
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;74
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;75
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;75
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;73
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;23
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;22
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;13
GALICIA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;9
GALICIA;TOTAL grupo penal;2024;23.685
GALICIA;TOTAL grupo penal;2023;21.733
GALICIA;TOTAL grupo penal;2022;20.914
GALICIA;TOTAL grupo penal;2021;22.010
GALICIA;TOTAL grupo penal;2020;14.632
GALICIA;TOTAL grupo penal;2019;11.631
GALICIA;TOTAL grupo penal;2018;8.364
GALICIA;TOTAL grupo penal;2017;5.973
GALICIA;TOTAL grupo penal;2016;4.561
GALICIA;TOTAL grupo penal;2015;4.065
GALICIA;TOTAL grupo penal;2014;3.176
GALICIA;TOTAL grupo penal;2013;2.677
GALICIA;TOTAL grupo penal;2012;2.645
GALICIA;TOTAL grupo penal;2011;2.135
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;1.621
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;1.139
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;867
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;957
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;790
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;753
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;624
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;506
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;558
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;509
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;321
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;309
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;365
MADRID (COMUNIDAD DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;251
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2024;2.480
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2023;2.719
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2022;2.143
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2021;2.425
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2020;2.054
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2019;2.090
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2018;2.029
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2017;1.806
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2016;1.854
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2015;1.613
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2014;1.316
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2013;1.345
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2012;1.495
MADRID (COMUNIDAD DE);AMENAZAS Y COACCIONES;2011;1.604
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2024;96
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2023;87
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2022;115
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2021;110
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2020;143
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2019;147
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2018;149
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2017;140
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2016;141
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2015;180
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2014;152
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2013;151
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2012;127
MADRID (COMUNIDAD DE);CONTRA EL HONOR;2011;115
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;23
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;13
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;26
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;21
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;24
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;35
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;12
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;15
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;22
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;20
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;16
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;53
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;21
MADRID (COMUNIDAD DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;72
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2024;230
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2023;239
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2022;204
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2021;241
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2020;224
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2019;248
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2018;205
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2017;191
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2016;160
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2015;155
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2014;118
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2013;117
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2012;91
MADRID (COMUNIDAD DE);DELITOS SEXUALES;2011;93
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2024;3.289
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2023;2.882
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2022;2.291
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2021;1.943
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2020;998
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2019;609
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2018;390
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2017;365
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2016;363
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2015;432
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2014;266
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2013;229
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2012;272
MADRID (COMUNIDAD DE);FALSIFICACIÓN INFORMÁTICA;2011;363
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2024;65.361
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2023;71.534
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2022;57.794
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2021;46.978
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2020;44.139
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2019;32.841
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2018;16.509
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2017;8.887
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2016;7.210
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2015;7.001
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2014;5.128
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2013;4.625
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2012;4.826
MADRID (COMUNIDAD DE);FRAUDE INFORMÁTICO;2011;3.665
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;377
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;268
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;318
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;364
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;306
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;293
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;216
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;259
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;256
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;185
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;90
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;79
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;67
MADRID (COMUNIDAD DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;34
MADRID (COMUNIDAD DE);TOTAL grupo penal;2024;73.477
MADRID (COMUNIDAD DE);TOTAL grupo penal;2023;78.881
MADRID (COMUNIDAD DE);TOTAL grupo penal;2022;63.758
MADRID (COMUNIDAD DE);TOTAL grupo penal;2021;53.039
MADRID (COMUNIDAD DE);TOTAL grupo penal;2020;48.678
MADRID (COMUNIDAD DE);TOTAL grupo penal;2019;37.016
MADRID (COMUNIDAD DE);TOTAL grupo penal;2018;20.134
MADRID (COMUNIDAD DE);TOTAL grupo penal;2017;12.169
MADRID (COMUNIDAD DE);TOTAL grupo penal;2016;10.564
MADRID (COMUNIDAD DE);TOTAL grupo penal;2015;10.095
MADRID (COMUNIDAD DE);TOTAL grupo penal;2014;7.407
MADRID (COMUNIDAD DE);TOTAL grupo penal;2013;6.908
MADRID (COMUNIDAD DE);TOTAL grupo penal;2012;7.264
MADRID (COMUNIDAD DE);TOTAL grupo penal;2011;6.197
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;274
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;151
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;95
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;96
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;97
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;84
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;79
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;60
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;61
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;64
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;46
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;59
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;58
MURCIA (REGIÓN DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;53
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2024;405
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2023;474
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2022;566
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2021;572
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2020;446
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2019;323
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2018;320
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2017;342
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2016;318
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2015;279
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2014;247
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2013;239
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2012;253
MURCIA (REGIÓN DE);AMENAZAS Y COACCIONES;2011;297
MURCIA (REGIÓN DE);CONTRA EL HONOR;2024;33
MURCIA (REGIÓN DE);CONTRA EL HONOR;2023;33
MURCIA (REGIÓN DE);CONTRA EL HONOR;2022;27
MURCIA (REGIÓN DE);CONTRA EL HONOR;2021;60
MURCIA (REGIÓN DE);CONTRA EL HONOR;2020;49
MURCIA (REGIÓN DE);CONTRA EL HONOR;2019;39
MURCIA (REGIÓN DE);CONTRA EL HONOR;2018;38
MURCIA (REGIÓN DE);CONTRA EL HONOR;2017;43
MURCIA (REGIÓN DE);CONTRA EL HONOR;2016;44
MURCIA (REGIÓN DE);CONTRA EL HONOR;2015;74
MURCIA (REGIÓN DE);CONTRA EL HONOR;2014;75
MURCIA (REGIÓN DE);CONTRA EL HONOR;2013;48
MURCIA (REGIÓN DE);CONTRA EL HONOR;2012;50
MURCIA (REGIÓN DE);CONTRA EL HONOR;2011;68
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;6
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;1
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;5
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;6
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;5
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;5
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;12
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;3
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;1
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;1
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;1
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;1
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;1
MURCIA (REGIÓN DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;3
MURCIA (REGIÓN DE);DELITOS SEXUALES;2024;110
MURCIA (REGIÓN DE);DELITOS SEXUALES;2023;59
MURCIA (REGIÓN DE);DELITOS SEXUALES;2022;43
MURCIA (REGIÓN DE);DELITOS SEXUALES;2021;57
MURCIA (REGIÓN DE);DELITOS SEXUALES;2020;66
MURCIA (REGIÓN DE);DELITOS SEXUALES;2019;65
MURCIA (REGIÓN DE);DELITOS SEXUALES;2018;49
MURCIA (REGIÓN DE);DELITOS SEXUALES;2017;39
MURCIA (REGIÓN DE);DELITOS SEXUALES;2016;40
MURCIA (REGIÓN DE);DELITOS SEXUALES;2015;37
MURCIA (REGIÓN DE);DELITOS SEXUALES;2014;35
MURCIA (REGIÓN DE);DELITOS SEXUALES;2013;18
MURCIA (REGIÓN DE);DELITOS SEXUALES;2012;11
MURCIA (REGIÓN DE);DELITOS SEXUALES;2011;22
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2024;828
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2023;659
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2022;558
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2021;410
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2020;242
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2019;130
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2018;107
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2017;73
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2016;68
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2015;59
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2014;34
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2013;36
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2012;61
MURCIA (REGIÓN DE);FALSIFICACIÓN INFORMÁTICA;2011;90
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2024;11.558
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2023;12.310
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2022;8.651
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2021;6.754
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2020;5.887
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2019;3.358
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2018;2.034
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2017;1.183
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2016;885
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2015;718
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2014;581
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2013;428
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2012;482
MURCIA (REGIÓN DE);FRAUDE INFORMÁTICO;2011;306
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;41
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;61
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;26
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;54
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;36
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;27
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;33
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;25
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;28
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;22
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;12
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;12
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;10
MURCIA (REGIÓN DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;10
MURCIA (REGIÓN DE);TOTAL grupo penal;2024;13.255
MURCIA (REGIÓN DE);TOTAL grupo penal;2023;13.748
MURCIA (REGIÓN DE);TOTAL grupo penal;2022;9.971
